-16.258	-16.259	-16.258	-16.257	-16.258	-16.26	-16.258	-16.249	-16.245	-16.248	-16.224	-16.14	-16.016	-15.883	-15.781	-15.738	-15.73	-15.728	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.726	-15.725	-15.727	-15.733	-15.739	-15.74	-15.739	-15.738	-15.739	-15.739	-15.739
-14.39	-14.388	-14.39	-14.392	-14.39	-14.384	-14.39	-14.418	-14.453	-14.466	-14.407	-14.241	-13.999	-13.736	-13.53	-13.438	-13.417	-13.41	-13.405	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.404	-13.405	-13.404	-13.402	-13.404	-13.411	-13.405	-13.373	-13.342	-13.335	-13.342	-13.344	-13.342	-13.339	-13.342
-13.387	-13.382	-13.387	-13.392	-13.387	-13.373	-13.387	-13.459	-13.541	-13.562	-13.444	-13.134	-12.686	-12.192	-11.796	-11.609	-11.556	-11.536	-11.527	-11.524	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.523	-11.524	-11.523	-11.519	-11.523	-11.54	-11.525	-11.448	-11.37	-11.354	-11.37	-11.375	-11.37	-11.365	-11.37
-13.427	-13.42	-13.427	-13.435	-13.427	-13.404	-13.427	-13.544	-13.672	-13.696	-13.481	-12.935	-12.145	-11.266	-10.547	-10.182	-10.057	-10.009	-9.99	-9.9829	-9.9811	-9.9805	-9.9802	-9.98	-9.9798	-9.9798	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9799	-9.9798	-9.9799	-9.98	-9.9799	-9.9794	-9.9799	-9.9818	-9.9799	-9.9726	-9.9796	-10.007	-9.9844	-9.8615	-9.7372	-9.7118	-9.7372	-9.7457	-9.7372	-9.7288	-9.7372
-14.802	-14.792	-14.802	-14.812	-14.802	-14.771	-14.802	-14.955	-15.119	-15.126	-14.758	-13.852	-12.54	-11.061	-9.8214	-9.1461	-8.8752	-8.7656	-8.7257	-8.7099	-8.7037	-8.7016	-8.7011	-8.701	-8.701	-8.7009	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.701	-8.7009	-8.701	-8.701	-8.701	-8.7009	-8.701	-8.7011	-8.701	-8.7003	-8.701	-8.7035	-8.701	-8.6915	-8.7009	-8.7374	-8.7094	-8.55	-8.3885	-8.3554	-8.3885	-8.3995	-8.3885	-8.3775	-8.3885
-17.857	-17.845	-17.857	-17.869	-17.857	-17.821	-17.857	-18.034	-18.209	-18.16	-17.557	-16.145	-14.097	-11.759	-9.7427	-8.5547	-8.0057	-7.7726	-7.691	-7.6559	-7.6395	-7.6339	-7.6332	-7.6331	-7.6329	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6328	-7.6327	-7.6328	-7.633	-7.6328	-7.632	-7.6328	-7.6358	-7.6328	-7.6216	-7.6328	-7.6765	-7.6476	-7.4684	-7.2858	-7.2483	-7.2858	-7.2983	-7.2858	-7.2733	-7.2858
-22.877	-22.864	-22.877	-22.89	-22.877	-22.838	-22.877	-23.063	-23.212	-23.041	-22.101	-20.039	-17.058	-13.599	-10.514	-8.5353	-7.4964	-7.0316	-6.8667	-6.7904	-6.7512	-6.7373	-6.7354	-6.7347	-6.7339	-6.7337	-6.7338	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7339	-6.7338	-6.7339	-6.7341	-6.7339	-6.733	-6.7339	-6.7371	-6.7339	-6.7218	-6.7337	-6.7815	-6.7581	-6.583	-6.4026	-6.3655	-6.4026	-6.415	-6.4026	-6.3903	-6.4026
-29.903	-29.889	-29.903	-29.917	-29.903	-29.862	-29.903	-30.086	-30.161	-29.764	-28.373	-25.577	-21.564	-16.819	-12.409	-9.2989	-7.4605	-6.5886	-6.2616	-6.1009	-6.0151	-5.9829	-5.9776	-5.9761	-5.9746	-5.974	-5.9739	-5.9739	-5.9739	-5.9739	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.974	-5.9739	-5.974	-5.974	-5.974	-5.9739	-5.974	-5.9742	-5.974	-5.9731	-5.974	-5.9771	-5.974	-5.9622	-5.9739	-6.0224	-6.0104	-5.8638	-5.7094	-5.6776	-5.7094	-5.72	-5.7094	-5.6988	-5.7094
-38.485	-38.47	-38.485	-38.499	-38.485	-38.441	-38.485	-38.662	-38.605	-37.843	-35.903	-32.424	-27.506	-21.551	-15.713	-11.127	-8.0882	-6.5501	-5.9235	-5.599	-5.4227	-5.3525	-5.3373	-5.3324	-5.3293	-5.3283	-5.3282	-5.3282	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.3281	-5.328	-5.3281	-5.3283	-5.3281	-5.3273	-5.3281	-5.331	-5.3281	-5.3173	-5.3282	-5.375	-5.3802	-5.282	-5.173	-5.1504	-5.173	-5.1806	-5.173	-5.1655	-5.173
-47.436	-47.419	-47.436	-47.453	-47.436	-47.386	-47.436	-47.612	-47.359	-46.077	-43.55	-39.668	-34.333	-27.663	-20.622	-14.327	-9.6514	-7.1011	-5.9507	-5.3253	-4.983	-4.8384	-4.7988	-4.785	-4.7785	-4.7762	-4.776	-4.776	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7759	-4.7761	-4.7759	-4.7752	-4.7759	-4.7784	-4.7759	-4.7668	-4.7763	-4.8198	-4.8449	-4.8064	-4.7541	-4.7429	-4.7541	-4.7578	-4.7541	-4.7504	-4.7541
