0.0049214	0.0046272	0.0046966	0.0049336	0.005142	0.0051823	0.0051406	0.0051295	0.0051406	0.0051436	0.0051406	0.0051398	0.0051406	0.0051408	0.0051406	0.0051405	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051404	0.0051401	0.0051398	0.0051398	0.0051401	0.0051405	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051406	0.0051403	0.0051406	0.0051413	0.0051388	0.0051285	0.005106
0.0085962	0.0086441	0.008498	0.008281	0.0081158	0.0080861	0.0081197	0.0081285	0.0081197	0.0081173	0.0081197	0.0081203	0.0081197	0.0081195	0.0081197	0.0081197	0.0081197	0.0081196	0.0081197	0.0081197	0.0081197	0.0081197	0.0081197	0.0081197	0.0081197	0.0081197	0.0081197	0.0081196	0.0081197	0.0081199	0.0081199	0.0081192	0.0081188	0.0081193	0.0081199	0.0081199	0.0081197	0.0081196	0.0081197	0.0081197	0.0081197	0.0081197	0.0081197	0.0081197	0.0081197	0.0081197	0.0081197	0.0081197	0.0081197	0.0081197	0.0081197	0.0081197	0.0081197	0.0081196	0.0081197	0.0081197	0.0081197	0.0081195	0.0081197	0.0081205	0.0081218	0.0081232	0.0081241
0.0099136	0.0095424	0.0094916	0.009607	0.0097345	0.0097605	0.0097346	0.0097276	0.0097346	0.0097364	0.0097346	0.0097341	0.0097346	0.0097347	0.0097346	0.0097345	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097348	0.0097346	0.0097339	0.0097336	0.0097342	0.009735	0.009735	0.0097346	0.0097345	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097346	0.0097344	0.0097335	0.0097313	0.0097271
0.0095395	0.0095152	0.0094525	0.0093807	0.0093294	0.009318	0.0093256	0.0093277	0.0093256	0.009325	0.0093256	0.0093257	0.0093256	0.0093255	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093254	0.0093253	0.0093253	0.0093253	0.009325	0.0093248	0.0093249	0.0093253	0.0093255	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093256	0.0093257	0.0093256	0.0093253	0.0093256	0.0093269	0.0093263	0.0093202	0.0093051
0.0091339	0.0088787	0.0087252	0.0086475	0.0086198	0.0086178	0.0086239	0.0086254	0.0086239	0.0086235	0.0086239	0.008624	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086238	0.0086239	0.0086241	0.0086239	0.0086229	0.0086229	0.0086251	0.0086264	0.0086242	0.0086215	0.0086217	0.0086232	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.0086239	0.008624	0.0086239	0.008624	0.008626	0.0086323	0.008645
0.0069709	0.006661	0.0065842	0.0066349	0.0067075	0.0067228	0.0067074	0.0067033	0.0067074	0.0067085	0.0067074	0.0067071	0.0067074	0.0067075	0.0067074	0.0067074	0.0067074	0.0067074	0.0067074	0.0067074	0.0067074	0.0067074	0.0067074	0.0067074	0.0067074	0.0067075	0.0067074	0.0067071	0.0067069	0.0067072	0.0067078	0.0067085	0.0067089	0.0067084	0.0067077	0.0067073	0.0067073	0.0067074	0.0067074	0.0067075	0.0067074	0.0067074	0.0067074	0.0067074	0.0067074	0.0067074	0.0067074	0.0067074	0.0067074	0.0067074	0.0067074	0.0067075	0.0067074	0.0067074	0.0067074	0.0067076	0.0067074	0.006707	0.0067074	0.0067092	0.0067078	0.0066974	0.0066725
0.0044996	0.0041832	0.0038856	0.0036465	0.0035053	0.0034805	0.0035059	0.0035127	0.0035059	0.0035041	0.0035059	0.0035064	0.0035059	0.0035058	0.0035059	0.003506	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035055	0.0035045	0.0035037	0.0035039	0.0035044	0.0035046	0.0035048	0.0035054	0.0035059	0.003506	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035059	0.0035058	0.0035059	0.0035062	0.0035059	0.0035047	0.0035052	0.0035107	0.0035244
0.0011604	0.00078229	0.00072679	0.00083944	0.0009658	0.00099199	0.00096652	0.00095967	0.00096652	0.00096836	0.00096652	0.00096603	0.00096652	0.00096665	0.00096652	0.00096649	0.00096652	0.00096653	0.00096652	0.00096652	0.00096652	0.00096652	0.00096652	0.00096653	0.00096652	0.00096648	0.00096644	0.00096632	0.00096551	0.00096376	0.00096278	0.00096406	0.00096617	0.00096734	0.00096726	0.00096623	0.00096542	0.00096579	0.00096652	0.00096668	0.00096652	0.00096648	0.00096652	0.00096653	0.00096652	0.00096652	0.00096652	0.00096652	0.00096652	0.00096652	0.00096652	0.00096653	0.00096652	0.0009665	0.00096652	0.00096661	0.00096652	0.0009662	0.00096652	0.00096751	0.00096498	0.0009537	0.00092842
-0.0031369	-0.0033849	-0.0036618	-0.0039075	-0.0040621	-0.0040913	-0.0040647	-0.0040575	-0.0040647	-0.0040666	-0.0040647	-0.0040642	-0.0040647	-0.0040648	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040646	-0.0040647	-0.0040652	-0.0040649	-0.0040634	-0.0040627	-0.0040647	-0.0040663	-0.0040649	-0.0040627	-0.0040622	-0.0040632	-0.0040646	-0.0040654	-0.0040652	-0.0040647	-0.0040646	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040647	-0.0040648	-0.0040647	-0.0040642	-0.0040647	-0.0040672	-0.0040694	-0.004068	-0.0040599
-0.0070272	-0.0075176	-0.0075972	-0.0074614	-0.0073055	-0.0072738	-0.007306	-0.0073146	-0.0073059	-0.0073036	-0.0073059	-0.0073065	-0.0073059	-0.0073057	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073061	-0.007306	-0.0073055	-0.0073053	-0.0073062	-0.0073075	-0.0073081	-0.0073086	-0.0073094	-0.0073096	-0.0073082	-0.0073065	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073059	-0.0073057	-0.0073059	-0.0073066	-0.0073059	-0.0073034	-0.0073059	-0.0073219	-0.0073602
