0.026741	0.026695	0.02662	0.026519	0.026393	0.026262	0.026216	0.026311	0.026397	0.026339	0.026271	0.026333	0.026425	0.026428	0.026396	0.026393	0.026374	0.026295	0.026229	0.026248	0.026303	0.026333	0.02634	0.026341	0.026339	0.026339	0.026339	0.026339	0.026339	0.02634	0.026339	0.026339	0.026339	0.026339	0.026339	0.026339	0.026339	0.02634	0.02634	0.02634	0.02634	0.026338	0.026341	0.026346	0.026309	0.026212	0.026183	0.026326	0.026502	0.026554	0.026514	0.026449	0.026394	0.026369	0.026353	0.026327	0.026313	0.02633	0.026362	0.026387	0.026404	0.026413	0.026399	0.026344	0.02623
0.018305	0.017891	0.017857	0.018004	0.018136	0.018119	0.01807	0.018115	0.018147	0.018062	0.017989	0.018057	0.018155	0.018162	0.018148	0.018188	0.018179	0.018035	0.017908	0.017946	0.018048	0.018085	0.018079	0.018076	0.018079	0.01808	0.01808	0.01808	0.018079	0.01808	0.01808	0.01808	0.01808	0.01808	0.01808	0.01808	0.01808	0.01808	0.01808	0.018082	0.01808	0.018073	0.018079	0.018099	0.018041	0.017855	0.017767	0.017963	0.018219	0.018287	0.018243	0.018209	0.018172	0.018106	0.018072	0.018112	0.018121	0.018011	0.01794	0.018047	0.018157	0.018094	0.017997	0.018077	0.018551
0.009611	0.0097134	0.0096081	0.0094125	0.0092436	0.0091848	0.0091833	0.0091726	0.0091689	0.0091977	0.0092404	0.0092705	0.009274	0.0092529	0.0092612	0.0093241	0.0092988	0.0090836	0.0089081	0.008989	0.0091609	0.0092226	0.0092121	0.0092082	0.0092134	0.0092147	0.0092132	0.0092126	0.0092128	0.009213	0.0092131	0.0092131	0.0092131	0.0092131	0.0092131	0.0092131	0.0092129	0.0092125	0.0092125	0.0092133	0.0092135	0.0092124	0.0092129	0.0092093	0.0091567	0.0090395	0.0089992	0.0091485	0.0093284	0.0093706	0.0093427	0.0093366	0.0093067	0.0092072	0.0091285	0.0091588	0.0092397	0.0092915	0.0092953	0.0092598	0.009242	0.009287	0.0093436	0.0093365	0.0091906
0.001838	0.0012208	0.0012048	0.001466	0.00168	0.0016257	0.001495	0.0015085	0.00159	0.0016226	0.0016248	0.0016334	0.001626	0.0015848	0.0015736	0.0016344	0.0016427	0.0014985	0.0013674	0.0014129	0.0015263	0.0015706	0.0015671	0.0015652	0.0015679	0.0015683	0.0015672	0.0015667	0.0015669	0.0015672	0.0015674	0.0015674	0.0015674	0.0015674	0.0015674	0.0015673	0.0015672	0.0015674	0.0015677	0.0015681	0.0015674	0.0015658	0.0015677	0.0015722	0.0015519	0.0014957	0.0014835	0.0015772	0.0016762	0.0016782	0.0016371	0.0016243	0.0016251	0.0016111	0.0015853	0.0015539	0.0015051	0.0014414	0.0014402	0.0015489	0.0016183	0.0015192	0.0013998	0.0014776	0.0019698
-0.0072136	-0.0070897	-0.0072157	-0.0074274	-0.007561	-0.0075153	-0.00744	-0.0074898	-0.0075885	-0.0076282	-0.0076046	-0.0075476	-0.0075194	-0.0075629	-0.0076101	-0.0075903	-0.0075335	-0.0074884	-0.007479	-0.0075124	-0.007554	-0.0075695	-0.0075684	-0.0075676	-0.0075683	-0.0075686	-0.0075685	-0.0075682	-0.0075679	-0.0075677	-0.0075677	-0.0075677	-0.0075677	-0.0075676	-0.0075677	-0.0075678	-0.0075679	-0.0075675	-0.0075669	-0.0075667	-0.0075684	-0.0075718	-0.0075694	-0.0075562	-0.0075453	-0.0075456	-0.0075319	-0.0074871	-0.0074621	-0.0075015	-0.0075583	-0.007575	-0.0075443	-0.0074825	-0.0074515	-0.0074965	-0.0075515	-0.0075457	-0.0075026	-0.0074652	-0.0074612	-0.0074978	-0.0075164	-0.0074415	-0.0071978
-0.014678	-0.015127	-0.015171	-0.015024	-0.014898	-0.014941	-0.015039	-0.015053	-0.015007	-0.014953	-0.01491	-0.01489	-0.014912	-0.014979	-0.015014	-0.014951	-0.014873	-0.014864	-0.014891	-0.014902	-0.014906	-0.014916	-0.014926	-0.014927	-0.014924	-0.014923	-0.014924	-0.014924	-0.014924	-0.014924	-0.014924	-0.014924	-0.014924	-0.014924	-0.014924	-0.014924	-0.014924	-0.014924	-0.014924	-0.014924	-0.014925	-0.014925	-0.014925	-0.014923	-0.014911	-0.014886	-0.014872	-0.01489	-0.014926	-0.014959	-0.014971	-0.014952	-0.014924	-0.01491	-0.014924	-0.01496	-0.01497	-0.014917	-0.014874	-0.014911	-0.014978	-0.015006	-0.014983	-0.014907	-0.014778
-0.02333	-0.023639	-0.023802	-0.02385	-0.023815	-0.023742	-0.02372	-0.023804	-0.023867	-0.023795	-0.023717	-0.023771	-0.023895	-0.023987	-0.023976	-0.023845	-0.023762	-0.023865	-0.023984	-0.023941	-0.023846	-0.023833	-0.023862	-0.023869	-0.02386	-0.023858	-0.02386	-0.02386	-0.02386	-0.023859	-0.023859	-0.023859	-0.023859	-0.023859	-0.023859	-0.023859	-0.023859	-0.02386	-0.023859	-0.023855	-0.023858	-0.02387	-0.023861	-0.023817	-0.023828	-0.023957	-0.024062	-0.024011	-0.023921	-0.023919	-0.023945	-0.023919	-0.023874	-0.023857	-0.023871	-0.023907	-0.023938	-0.02394	-0.023896	-0.023811	-0.023788	-0.023892	-0.023958	-0.023763	-0.023084
-0.03125	-0.031224	-0.031236	-0.031263	-0.031281	-0.031276	-0.031276	-0.031303	-0.031311	-0.03126	-0.031216	-0.031245	-0.031322	-0.031393	-0.031377	-0.031247	-0.031196	-0.031375	-0.031519	-0.031381	-0.031182	-0.031175	-0.031256	-0.031274	-0.031253	-0.031248	-0.031253	-0.031255	-0.031253	-0.031253	-0.031253	-0.031253	-0.031253	-0.031253	-0.031253	-0.031252	-0.031253	-0.031254	-0.031253	-0.031247	-0.031254	-0.031277	-0.031257	-0.031166	-0.031159	-0.031351	-0.031526	-0.031472	-0.031342	-0.03132	-0.031356	-0.031359	-0.031294	-0.03117	-0.031108	-0.031195	-0.03127	-0.031187	-0.031105	-0.031185	-0.031305	-0.031315	-0.031251	-0.031197	-0.031232
-0.038943	-0.039663	-0.039934	-0.039922	-0.039796	-0.039699	-0.039686	-0.039763	-0.039841	-0.039842	-0.039811	-0.039809	-0.03984	-0.039882	-0.039878	-0.039801	-0.039781	-0.039912	-0.039989	-0.03983	-0.03965	-0.039673	-0.039776	-0.039797	-0.039772	-0.039765	-0.039772	-0.039775	-0.039773	-0.039772	-0.039772	-0.039773	-0.039772	-0.039773	-0.039772	-0.039772	-0.039772	-0.039774	-0.039772	-0.039764	-0.039772	-0.039802	-0.039778	-0.039659	-0.039629	-0.039833	-0.040034	-0.039994	-0.039862	-0.039829	-0.039862	-0.039883	-0.039853	-0.039767	-0.039706	-0.039744	-0.039822	-0.039864	-0.039848	-0.039785	-0.039758	-0.039817	-0.039824	-0.039589	-0.038924
-0.047381	-0.047139	-0.04713	-0.047219	-0.047274	-0.047214	-0.047157	-0.047214	-0.047265	-0.047191	-0.047119	-0.047177	-0.047283	-0.047327	-0.047312	-0.047276	-0.047282	-0.047361	-0.047378	-0.04723	-0.047092	-0.047138	-0.047246	-0.047266	-0.047238	-0.047231	-0.047238	-0.04724	-0.047238	-0.047237	-0.047238	-0.047238	-0.047238	-0.047238	-0.047238	-0.047237	-0.047237	-0.047239	-0.047238	-0.047233	-0.047239	-0.047261	-0.047246	-0.047157	-0.047102	-0.047176	-0.04729	-0.047334	-0.047322	-0.047295	-0.047288	-0.047318	-0.047344	-0.047328	-0.047309	-0.047315	-0.04727	-0.047123	-0.047044	-0.04718	-0.047365	-0.047407	-0.047321	-0.047176	-0.047038
-0.054474	-0.055185	-0.055441	-0.055432	-0.055351	-0.055344	-0.055382	-0.055399	-0.055373	-0.055305	-0.055265	-0.055309	-0.055374	-0.05539	-0.055368	-0.055343	-0.055356	-0.055421	-0.05543	-0.055302	-0.05519	-0.055241	-0.055342	-0.055359	-0.055332	-0.055326	-0.055333	-0.055334	-0.055332	-0.055332	-0.055332	-0.055332	-0.055332	-0.055332	-0.055332	-0.055332	-0.055332	-0.055334	-0.055332	-0.055326	-0.055332	-0.055358	-0.055344	-0.055252	-0.05519	-0.055257	-0.055365	-0.055408	-0.055387	-0.055336	-0.055321	-0.055379	-0.055413	-0.055335	-0.055252	-0.055276	-0.055354	-0.055405	-0.055395	-0.055322	-0.055253	-0.055243	-0.055224	-0.055094	-0.054751
