-15.738	-15.738	-15.738	-15.738	-15.738	-15.739	-15.738	-15.734	-15.731	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.73	-15.731	-15.735	-15.739	-15.74	-15.739	-15.739	-15.739	-15.739	-15.739
-13.366	-13.364	-13.366	-13.368	-13.366	-13.361	-13.366	-13.389	-13.412	-13.416	-13.411	-13.409	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.411	-13.409	-13.411	-13.416	-13.412	-13.389	-13.366	-13.361	-13.366	-13.368	-13.366	-13.365	-13.366
-11.425	-11.421	-11.425	-11.429	-11.425	-11.414	-11.425	-11.481	-11.536	-11.546	-11.534	-11.53	-11.533	-11.534	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.533	-11.534	-11.533	-11.53	-11.533	-11.545	-11.535	-11.481	-11.425	-11.414	-11.425	-11.429	-11.425	-11.421	-11.425
-9.8247	-9.8187	-9.8247	-9.8307	-9.8247	-9.8068	-9.8247	-9.9122	-9.9988	-10.015	-9.9954	-9.9904	-9.9953	-9.9966	-9.9953	-9.995	-9.9953	-9.9954	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9953	-9.9954	-9.9953	-9.9949	-9.9953	-9.9967	-9.9953	-9.9901	-9.9952	-10.015	-9.9995	-9.9125	-9.8244	-9.8064	-9.8244	-9.8304	-9.8244	-9.8184	-9.8244
-8.503	-8.4953	-8.503	-8.5108	-8.503	-8.4798	-8.503	-8.6167	-8.7289	-8.7486	-8.723	-8.7162	-8.7229	-8.7246	-8.7229	-8.7224	-8.7229	-8.723	-8.7229	-8.7228	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7229	-8.7228	-8.7229	-8.723	-8.7229	-8.7224	-8.7229	-8.7247	-8.7229	-8.7161	-8.7228	-8.7486	-8.7291	-8.6168	-8.503	-8.4796	-8.503	-8.5107	-8.503	-8.4952	-8.503
-7.4176	-7.4088	-7.4176	-7.4263	-7.4176	-7.3913	-7.4176	-7.5458	-7.6716	-7.6915	-7.6606	-7.6528	-7.6609	-7.663	-7.6609	-7.6603	-7.6609	-7.661	-7.6609	-7.6608	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6609	-7.6608	-7.6609	-7.661	-7.6609	-7.6603	-7.6609	-7.6629	-7.6609	-7.6531	-7.661	-7.6915	-7.6712	-7.5456	-7.4177	-7.3915	-7.4177	-7.4264	-7.4177	-7.4089	-7.4177
-6.5335	-6.5249	-6.5335	-6.5421	-6.5335	-6.5076	-6.5335	-6.6592	-6.7813	-6.7979	-6.7647	-6.7563	-6.7646	-6.7668	-6.7646	-6.764	-6.7646	-6.7648	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7646	-6.7648	-6.7646	-6.764	-6.7646	-6.7669	-6.7646	-6.7563	-6.7649	-6.7985	-6.7822	-6.6597	-6.5336	-6.5076	-6.5336	-6.5422	-6.5336	-6.5249	-6.5336
-5.8189	-5.8115	-5.8189	-5.8262	-5.8189	-5.7967	-5.8189	-5.9262	-6.0281	-6.0361	-6.0022	-5.994	-6.0022	-6.0044	-6.0022	-6.0016	-6.0022	-6.0024	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0022	-6.0024	-6.0022	-6.0016	-6.0022	-6.0044	-6.0022	-5.9943	-6.0027	-6.0364	-6.028	-5.9259	-5.8186	-5.7965	-5.8186	-5.826	-5.8186	-5.8113	-5.8186
-5.2384	-5.2332	-5.2384	-5.2436	-5.2384	-5.2228	-5.2384	-5.3133	-5.3807	-5.3765	-5.3438	-5.3364	-5.3439	-5.346	-5.3439	-5.3434	-5.3439	-5.3441	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3439	-5.3441	-5.3439	-5.3434	-5.3439	-5.3459	-5.3439	-5.3365	-5.344	-5.3764	-5.3803	-5.3131	-5.2384	-5.2229	-5.2384	-5.2436	-5.2384	-5.2333	-5.2384
-4.7555	-4.753	-4.7555	-4.758	-4.7555	-4.7479	-4.7555	-4.7908	-4.8163	-4.7982	-4.768	-4.7615	-4.768	-4.7697	-4.768	-4.7675	-4.768	-4.7681	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.768	-4.7681	-4.768	-4.7675	-4.768	-4.7697	-4.768	-4.7616	-4.7681	-4.7982	-4.816	-4.7907	-4.7556	-4.7481	-4.7556	-4.7581	-4.7556	-4.7531	-4.7556
