0	0.00084277
0.192	0.0022483
0.384	0.0054983
0.576	0.012161
0.768	0.026677
0.96	0.054626
1.152	0.11411
1.344	0.21902
1.536	0.37649
1.728	0.58669
1.92	0.84527
2.112	1.1488
2.304	1.4904
2.496	1.8519
2.688	2.2123
2.88	2.556
3.072	2.8819
3.264	3.2001
3.456	3.5212
3.648	3.8357
3.84	4.1299
4.032	4.3829
4.224	4.5747
4.416	4.7008
4.608	4.7616
4.8	4.7557
4.992	4.683
5.184	4.5341
5.376	4.2993
5.568	3.9827
5.76	3.5884
5.952	3.13
6.144	2.6197
6.336	2.0597
6.528	1.4566
6.72	0.82246
6.912	0.17619
7.104	0.45685
7.296	1.0588
7.488	1.6226
7.68	2.1367
7.872	2.5942
8.064	2.9748
8.256	3.2588
8.448	3.4395
8.64	3.5142
8.832	3.489
9.024	3.3735
9.216	3.1646
9.408	2.86
9.6	2.4665
9.792	1.9936
9.984	1.4689
10.176	0.91632
10.368	0.34718
10.56	0.23037
10.752	0.80951
10.944	1.3745
11.136	1.8971
11.328	2.3562
11.52	2.7417
11.712	3.0512
11.904	3.2925
12.096	3.4604
12.288	3.5458
12.48	3.5419
12.672	3.4454
12.864	3.2702
13.056	3.0381
13.248	2.7611
13.44	2.4453
13.632	2.0904
13.824	1.6969
14.016	1.2855
14.208	0.87918
14.4	0.49487
14.592	0.13813
14.784	0.19752
14.976	0.51385
15.168	0.79998
15.36	1.042
15.552	1.2286
15.744	1.3619
15.936	1.4557
16.128	1.5177
16.32	1.549
16.512	1.5419
16.704	1.4874
16.896	1.3912
17.088	1.2679
17.28	1.1298
17.472	0.98136
17.664	0.81814
17.856	0.63934
18.048	0.46296
18.24	0.31336
18.432	0.20982
18.624	0.15008
18.816	0.12051
19.008	0.11085
19.2	0.11416
19.392	0.1248
19.584	0.13273
19.776	0.12965
19.968	0.11057
20.16	0.08992
20.352	0.077406
20.544	0.08341
20.736	0.10649
20.928	0.13565
21.12	0.15319
21.312	0.15482
21.504	0.14945
21.696	0.14868
21.888	0.15915
22.08	0.17039
22.272	0.16821
22.464	0.14629
22.656	0.11258
22.848	0.081746
23.04	0.060283
23.232	0.040666
23.424	0.010315
23.616	0.033584
23.808	0.081648
24	0.11772
24.192	0.14034
24.384	0.15896
24.576	0.19023
24.768	0.23774
24.96	0.29165
25.152	0.33489
25.344	0.3606
25.536	0.37559
25.728	0.39466
25.92	0.4242
26.112	0.45242
26.304	0.46083
26.496	0.43702
26.688	0.39163
26.88	0.34539
27.072	0.31383
27.264	0.29078
27.456	0.25751
27.648	0.20056
27.84	0.12885
28.032	0.064968
28.224	0.021879
28.416	0.0063567
28.608	0.039885
28.8	0.091114
28.992	0.15539
29.184	0.21468
29.376	0.25426
29.568	0.27456
29.76	0.28937
29.952	0.31263
30.144	0.34368
30.336	0.36978
30.528	0.37351
30.72	0.35484
30.912	0.32825
31.104	0.31003
31.296	0.3012
31.488	0.29106
31.68	0.26616
31.872	0.22599
32.064	0.18379
32.256	0.15278
32.448	0.13515
32.64	0.12017
32.832	0.09692
33.024	0.063754
33.216	0.030426
33.408	0.0092965
33.6	0.0028798
33.792	0.0016325
33.984	0.005833
34.176	0.022283
34.368	0.039798
34.56	0.045931
34.752	0.039689
34.944	0.030677
35.136	0.030306
35.328	0.041103
35.52	0.05439
35.712	0.059465
35.904	0.055297
36.096	0.050111
36.288	0.05302
36.48	0.065291
36.672	0.078682
36.864	0.08325
37.056	0.078095
37.248	0.069936
37.44	0.068553
37.632	0.075839
37.824	0.085749
38.016	0.089932
38.208	0.087828
38.4	0.084543
38.592	0.086809
38.784	0.092939
38.976	0.095362
39.168	0.08864
39.36	0.074114
39.552	0.058914
39.744	0.048272
39.936	0.039926
40.128	0.028841
40.32	0.013779
40.512	1.5305e-05
40.704	0.004603
40.896	0.0021113
41.088	0.012757
41.28	0.017362
41.472	0.011825
41.664	0.00088956
41.856	0.0058319
42.048	0.0047137
42.24	0.0010453
42.432	0.0043749
42.624	0.018744
42.816	0.037921
43.008	0.049322
43.2	0.045774
43.392	0.03183
43.584	0.018859
43.776	0.016453
43.968	0.023103
44.16	0.030174
44.352	0.030023
44.544	0.024338
44.736	0.022825
44.928	0.033553
45.12	0.052167
45.312	0.067823
45.504	0.072267
45.696	0.068437
45.888	0.06416
46.08	0.064727
46.272	0.066089
46.464	0.061562
46.656	0.048044
46.848	0.031402
47.04	0.018087
47.232	0.010746
47.424	0.0050458
47.616	0.0055176
47.808	0.02376
48	0.042406
48.192	0.053618
48.384	0.05658
48.576	0.058388
48.768	0.065609
48.96	0.078908
49.152	0.089714
49.344	0.089304
49.536	0.077759
49.728	0.064763
49.92	0.058593
50.112	0.059482
50.304	0.058533
50.496	0.046879
50.688	0.024757
50.88	0.0031975
51.072	0.0085066
51.264	0.0099232
51.456	0.010635
51.648	0.021032
51.84	0.041518
52.032	0.061094
52.224	0.069006
52.416	0.064062
52.608	0.055965
52.8	0.055633
52.992	0.063676
53.184	0.070196
53.376	0.065116
53.568	0.047791
53.76	0.027789
53.952	0.015074
54.144	0.010613
54.336	0.0060104
54.528	0.0064751
54.72	0.026377
54.912	0.043854
55.104	0.050656
55.296	0.047891
55.488	0.045554
55.68	0.051144
55.872	0.06265
56.064	0.067719
56.256	0.05899
56.448	0.040159
56.64	0.024845
56.832	0.022596
57.024	0.029899
57.216	0.031897
57.408	0.018761
57.6	0.0063772
57.792	0.028531
57.984	0.034583
58.176	0.026585
58.368	0.018576
58.56	0.023925
58.752	0.042563
58.944	0.060776
59.136	0.063895
59.328	0.051384
59.52	0.034889
59.712	0.028747
59.904	0.034713
60.096	0.041919
60.288	0.038188
60.48	0.022137
60.672	0.0037307
60.864	0.0057773
61.056	0.0048401
61.248	0.0027118
61.44	0.0079987
61.632	0.021087
61.824	0.032244
62.016	0.032945
62.208	0.024049
62.4	0.015938
62.592	0.017089
62.784	0.026131
62.976	0.032007
63.168	0.026569
63.36	0.012706
63.552	0.0029234
63.744	0.0059005
63.936	0.01857
64.128	0.027518
64.32	0.023746
64.512	0.010259
64.704	0.00054387
64.896	0.0040246
65.088	0.017574
65.28	0.027457
65.472	0.023384
65.664	0.0082266
65.856	0.0044033
66.048	0.0037451
66.24	0.0070478
66.432	0.0135
66.624	0.0038074
66.816	0.019768
67.008	0.043071
67.2	0.054455
67.392	0.056152
67.584	0.062193
67.776	0.08395
67.968	0.11909
68.16	0.15332
68.352	0.17452
68.544	0.18382
68.736	0.19372
68.928	0.21427
69.12	0.23152
69.312	0.25267
69.504	0.2675
69.696	0.27068
