0.0064957	0.0070756	0.0072392	0.0071713	0.0070566	0.0070344	0.0070617	0.0070689	0.0070617	0.0070598	0.0070617	0.0070622	0.0070617	0.0070616	0.0070617	0.0070618	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070617	0.0070618	0.0070617	0.0070616	0.0070617	0.0070623	0.0070617	0.0070598	0.0070621	0.007076	0.0071088
0.010607	0.0097721	0.0094933	0.0095343	0.009659	0.0096869	0.0096591	0.0096516	0.0096591	0.0096611	0.0096591	0.0096585	0.0096591	0.0096592	0.0096591	0.009659	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.0096591	0.009659	0.0096591	0.0096593	0.0096591	0.0096582	0.0096591	0.0096624	0.0096602	0.0096422	0.009598
0.0096506	0.010567	0.01098	0.011077	0.011044	0.011031	0.01104	0.011042	0.01104	0.011039	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.01104	0.011041	0.01104	0.011036	0.011038	0.011055	0.011099
0.01098	0.010422	0.010141	0.010043	0.010034	0.010036	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010037	0.010036	0.010037	0.010037	0.010037	0.010036	0.010037	0.010039	0.010035	0.010018	0.0099766
0.0076443	0.0081846	0.0085136	0.0086841	0.0087489	0.0087576	0.0087472	0.0087445	0.0087472	0.0087479	0.0087472	0.008747	0.0087472	0.0087473	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087472	0.0087471	0.0087472	0.0087475	0.0087472	0.0087457	0.008745	0.0087476	0.0087561
0.0062167	0.0060324	0.0058217	0.0056327	0.0055135	0.0054917	0.0055131	0.0055188	0.0055131	0.0055115	0.0055131	0.0055135	0.0055131	0.005513	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.0055131	0.005513	0.0055126	0.0055113	0.0055088
0.0023457	0.002231	0.0023168	0.0024877	0.0026281	0.0026572	0.002632	0.0026251	0.002632	0.0026338	0.002632	0.0026315	0.002632	0.0026321	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.002632	0.0026322	0.002632	0.0026314	0.002632	0.0026342	0.0026326	0.0026199	0.0025891
-0.0017905	-0.001906	-0.0021029	-0.0023075	-0.0024462	-0.0024725	-0.0024475	-0.0024407	-0.0024475	-0.0024493	-0.0024475	-0.002447	-0.0024475	-0.0024476	-0.0024475	-0.0024474	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024475	-0.0024474	-0.0024475	-0.0024476	-0.0024475	-0.0024471	-0.0024475	-0.0024488	-0.0024472	-0.0024374	-0.0024145
-0.005785	-0.00627	-0.0064574	-0.006467	-0.0064185	-0.0064053	-0.0064154	-0.0064182	-0.0064154	-0.0064147	-0.0064154	-0.0064156	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064154	-0.0064155	-0.0064154	-0.0064151	-0.0064154	-0.0064165	-0.0064154	-0.0064112	-0.0064132	-0.0064333	-0.0064836
-0.011492	-0.011955	-0.012142	-0.012161	-0.012123	-0.012113	-0.012122	-0.012124	-0.012122	-0.012121	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.012122	-0.01212	-0.012114	-0.012102
