0.033053	0.033496	0.033399	0.033071	0.032819	0.032856	0.033013	0.033081	0.033083	0.033083	0.033086	0.033087	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033086	0.033087	0.033085	0.03308	0.033086	0.033098	0.033013	0.032793	0.032746	0.033131	0.033654	0.033882	0.033382
0.022522	0.024236	0.024347	0.023688	0.023097	0.023163	0.023502	0.02362	0.023589	0.023578	0.023589	0.023592	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023589	0.023592	0.023589	0.023579	0.023589	0.023612	0.023476	0.02311	0.02301	0.023566	0.024171	0.023972	0.022114
0.012454	0.013545	0.013365	0.012641	0.012097	0.012231	0.012624	0.012773	0.012754	0.012744	0.012752	0.012755	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012753	0.012752	0.012753	0.012756	0.012754	0.012745	0.012752	0.012766	0.012625	0.012251	0.012084	0.012502	0.013141	0.013452	0.012887
0.0013264	0.0023281	0.0022316	0.0016558	0.0012195	0.0013467	0.0016827	0.001802	0.0017768	0.0017653	0.0017741	0.0017778	0.0017768	0.0017765	0.0017769	0.0017769	0.0017769	0.0017768	0.0017769	0.0017769	0.0017769	0.0017768	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017769	0.0017768	0.0017769	0.0017769	0.0017769	0.0017768	0.0017769	0.0017771	0.0017769	0.001776	0.0017769	0.0017798	0.0017767	0.0017651	0.0017764	0.0018118	0.0017198	0.0014154	0.0012335	0.0014692	0.0018412	0.0019235	0.0012903
-0.0093206	-0.0082943	-0.008307	-0.0087831	-0.009147	-0.0090067	-0.0087035	-0.0086365	-0.0087021	-0.0087193	-0.0087012	-0.0086963	-0.008701	-0.0087023	-0.008701	-0.0087006	-0.008701	-0.0087011	-0.008701	-0.0087009	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.008701	-0.0087009	-0.008701	-0.0087011	-0.008701	-0.0087006	-0.008701	-0.0087023	-0.008701	-0.0086962	-0.0087007	-0.0087183	-0.0087022	-0.0086342	-0.0086635	-0.0088956	-0.009095	-0.0090317	-0.0088385	-0.0087386	-0.0089553
-0.020193	-0.020564	-0.020835	-0.020978	-0.020968	-0.020812	-0.020667	-0.020669	-0.020732	-0.020746	-0.020731	-0.020727	-0.020731	-0.020732	-0.02073	-0.02073	-0.02073	-0.020731	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.02073	-0.020731	-0.02073	-0.02073	-0.02073	-0.020732	-0.020731	-0.020727	-0.02073	-0.020745	-0.020731	-0.02067	-0.02066	-0.020782	-0.020939	-0.021007	-0.020922	-0.020634	-0.020095
-0.031495	-0.030793	-0.030607	-0.030688	-0.030788	-0.030728	-0.030629	-0.030633	-0.030681	-0.030691	-0.030679	-0.030675	-0.030678	-0.030678	-0.030678	-0.030677	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030678	-0.030677	-0.030678	-0.030678	-0.030677	-0.030674	-0.030678	-0.030691	-0.03068	-0.030628	-0.030613	-0.030703	-0.030811	-0.030855	-0.030905	-0.031071	-0.031461
-0.041581	-0.042725	-0.043145	-0.043114	-0.042901	-0.042734	-0.042668	-0.042696	-0.042749	-0.042759	-0.042748	-0.042744	-0.042747	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042748	-0.042747	-0.042748	-0.042749	-0.042747	-0.042743	-0.042748	-0.042765	-0.042752	-0.042683	-0.042653	-0.04275	-0.042922	-0.043062	-0.04298	-0.042461	-0.041295
-0.052993	-0.052533	-0.052473	-0.052573	-0.052592	-0.052383	-0.052171	-0.052185	-0.052289	-0.052312	-0.052286	-0.052279	-0.052285	-0.052287	-0.052286	-0.052285	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052286	-0.052285	-0.052286	-0.052288	-0.052286	-0.052279	-0.052285	-0.052311	-0.052292	-0.052193	-0.052171	-0.052354	-0.052548	-0.052561	-0.052515	-0.052612	-0.053053
-0.062729	-0.063486	-0.063842	-0.063898	-0.063756	-0.063528	-0.063374	-0.063407	-0.063501	-0.063518	-0.063493	-0.063488	-0.063495	-0.063497	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063495	-0.063498	-0.063496	-0.063487	-0.063496	-0.063528	-0.063501	-0.06337	-0.06333	-0.063543	-0.063811	-0.063885	-0.063684	-0.063168	-0.062299
